,City,Country,Major_Geo_Region,HDI_level,Climate_region,WHO_region,annual_avg_2010,peak_NDVI_2010,annual_weight_avg_2010,peak_weight_2010,indicator_2010,annual_avg_2015,peak_NDVI_2015,annual_weight_avg_2015,indicator_2015,peak_weight_2015,annual_avg_2020,peak_NDVI_2020,annual_weight_avg_2020,peak_weight_2020,indicator_2020,annual_avg_2021,peak_NDVI_2021,annual_weight_avg_2021,indicator_2021,peak_weight_2021
327,Garoua,Cameroon,Africa,Medium,Tropical,Africa,0.258553321,0.327057486,0.182067172,0.310752624,Low,0.283705052,0.381135958,0.28344665,Low,0.380567406,0.269144427,0.341546715,0.269260452,0.341209348,Low,0.262253622,0.339910778,0.262146643,Low,0.339448287
328,Garut,Indonesia,Asia,High,Tropical,South-East Asia,0.41843657,0.491277851,0.364814183,0.471520656,Moderate,0.4908477,0.568228131,0.490573161,High,0.567629355,0.507376346,0.536732854,0.50718733,0.536675562,High,0.50398503,0.541614473,0.503785195,High,0.541557402
329,Gaya,India,Asia,Medium,Temperate,South-East Asia,0.237487683,0.344489455,0.23050889,0.33101997,Low,0.292362185,0.370387525,0.284675345,Low,0.356965178,0.317614564,0.407063811,0.310239164,0.383809273,Low,0.31275025,0.38146725,0.304492948,Low,0.367390241
330,Gaza,Egypt,Africa,High,Arid,Eastern Mediterranean,0.167099646,0.201377365,0.15992062,0.199162896,Exceptionally Low,0.227204144,0.2662066,0.225616135,Very Low,0.254557079,0.22007608,0.246526344,0.220287476,0.236304773,Very Low,0.220095255,0.25270993,0.222742348,Very Low,0.250203681
331,Gaziantep,Turkey,Asia,Very high,Temperate,Europe,0.141557656,0.195945231,0.145986469,0.207197139,Very Low,0.172992554,0.235484252,0.181538848,Very Low,0.249285563,0.166754411,0.205507319,0.176139464,0.222125138,Very Low,0.163410392,0.197853644,0.170460181,Very Low,0.208977954
332,Gdansk,Poland,Europe,Very high,Continental,Europe,0.196176384,0.383890732,0.136149048,0.395723138,Low,0.28698424,0.404999785,0.295751036,Moderate,0.417970055,0.283896591,0.381914087,0.290626775,0.394151345,Low,0.240102853,0.394701992,0.246303212,Moderate,0.407785234
333,Genoa,Italy,Europe,Very high,Temperate,Europe,0.228347206,0.296816105,0.221615339,0.309895059,Low,0.285336252,0.32660315,0.298355178,Low,0.341778682,0.287876381,0.327986029,0.300872664,0.343704005,Low,0.288151996,0.338482293,0.301359728,Low,0.354437406
334,George Town,Malaysia,Asia,Very high,Tropical,Western Pacific,0.264277668,0.294735396,0.271041366,0.29500052,Very Low,0.318552809,0.356577868,0.326033638,Low,0.363194478,0.312423252,0.334611216,0.318751779,0.338332029,Low,0.346070706,0.366087911,0.353470933,Low,0.37287415
335,Georgetown,Guyana,Latin America and the Caribbean,Medium,Tropical,Americas,0.189502756,0.21939928,0.13654857,0.216491357,Very Low,0.247687765,0.262166199,0.249326687,Very Low,0.26690005,0.222264367,0.23063213,0.166870179,0.231705158,Very Low,0.214112579,0.23041342,0.21745777,Very Low,0.232345582
336,Ghazipur,India,Asia,Medium,Temperate,South-East Asia,0.263866376,0.358540395,0.253062305,0.363219294,Low,0.294844704,0.370406408,0.300033084,Low,0.381404413,0.287557088,0.373517936,0.291905998,0.383973385,Low,0.351617289,0.459050834,0.357305581,Moderate,0.468719949
337,Girga,Egypt,Africa,High,Arid,Eastern Mediterranean,0.324619798,0.486104133,0.299822286,0.43939669,Moderate,0.403890553,0.50094046,0.370459449,Moderate,0.45487452,0.404833082,0.522336009,0.371694514,0.473160175,Moderate,0.419492639,0.522274195,0.385623797,Moderate,0.474389967
338,Giridih,India,Asia,Medium,Tropical,South-East Asia,0.232701132,0.401337295,0.172281689,0.39804803,Low,0.244539601,0.321001287,0.241670562,Low,0.317503723,0.352715176,0.387437967,0.352296359,0.389784559,Low,0.300981839,0.41287949,0.300254721,Moderate,0.41281836
339,Glasgow,United Kingdom,Europe,Very high,Temperate,Europe,0.404220912,0.467620545,0.170216638,0.371527163,Low,0.336993736,0.454115547,0.308523301,Moderate,0.415136327,0.354772593,0.47340676,0.327101009,0.439481865,Moderate,0.321838891,0.448836712,0.299125303,Moderate,0.413957281
340,Goiânia,Brazil,Latin America and the Caribbean,High,Tropical,Americas,0.268995604,0.334485192,0.23659954,0.285885544,Very Low,0.346682588,0.411768001,0.304815406,Low,0.357315565,0.345259702,0.402191574,0.303705848,0.346961716,Low,0.324135129,0.392299934,0.287648031,Low,0.34299433
341,Goma,Democratic Republic of the Congo,Africa,Low,Tropical,Africa,0.271992805,0.383292595,0.237241999,0.340810229,Low,0.307231224,0.33533792,0.275042302,Very Low,0.291808817,0.295187677,0.376571561,0.269963907,0.33769219,Low,0.314191395,0.345178076,0.287456578,Low,0.317042279
342,Gonda,India,Asia,Medium,Temperate,South-East Asia,0.249549934,0.377977935,0.183790113,0.374949057,Low,0.281128408,0.366497065,0.28109249,Low,0.366926672,0.351103857,0.412018041,0.349820079,0.410651955,Moderate,0.311054165,0.378180232,0.309712819,Low,0.375907515
343,Gorakhpur,India,Asia,Medium,Temperate,South-East Asia,0.220003226,0.286766157,0.215818609,0.277341562,Very Low,0.278578062,0.336989824,0.279512574,Low,0.340961763,0.260802665,0.316254099,0.256637335,0.31448713,Low,0.275561994,0.340305896,0.273484443,Low,0.334290038
344,Gostivar,Macedonia,Europe,High,Temperate,Europe,0.307375162,0.435663173,0.308954508,0.437948662,Moderate,0.391527656,0.463120536,0.392245515,Moderate,0.464437665,0.392670928,0.472573112,0.394565561,0.474119887,Moderate,0.353621397,0.426394591,0.353610018,Moderate,0.427493694
345,Guadalajara,Mexico,Latin America and the Caribbean,High,Temperate,Americas,0.189914963,0.266066714,0.15299735,0.204151567,Very Low,0.252339715,0.30166289,0.208588813,Very Low,0.240153935,0.239743501,0.282605164,0.210292602,0.244909141,Very Low,0.22502203,0.280057104,0.197121501,Very Low,0.240722556
346,Guangzhou,China,Asia,High,Temperate,Western Pacific,0.159751478,0.206866766,0.136603996,0.184025306,Exceptionally Low,0.228941873,0.286776998,0.212719429,Very Low,0.271722038,0.201683756,0.263949371,0.193715699,0.247711965,Very Low,0.238425495,0.246558475,0.22900291,Very Low,0.239816208
347,Guatemala City,Guatemala,Latin America and the Caribbean,Medium,Tropical,Americas,0.297344764,0.348693827,0.256415893,0.317234367,Low,0.366332806,0.44100885,0.334363568,Moderate,0.403404674,0.360739798,0.414584713,0.33278311,0.386293127,Low,0.344636575,0.41509395,0.315255349,Low,0.380115144
348,Guayaquil,Ecuador,Latin America and the Caribbean,High,Tropical,Americas,0.119248919,0.151880482,0.103891185,0.129751438,Exceptionally Low,0.215396242,0.255229321,0.220821885,Very Low,0.262362936,0.148320213,0.250908524,0.148063835,0.258355825,Very Low,0.151325564,0.236616987,0.150291019,Very Low,0.243286038
349,Guilin,China,Asia,High,Temperate,Western Pacific,0.252178331,0.33817966,0.227063296,0.326964171,Low,0.341565382,0.438284162,0.347645782,Moderate,0.445150639,0.351382649,0.413321083,0.358581388,0.42193803,Moderate,0.349320307,0.404098111,0.357387948,Moderate,0.408855793
350,Guiyang,China,Asia,High,Temperate,Western Pacific,0.279406351,0.405835042,0.249824064,0.352384347,Low,0.207183654,0.318671429,0.196697034,Low,0.308469253,0.269910427,0.34244667,0.195312352,0.328397992,Low,0.264801519,0.340697724,0.252781795,Low,0.359383786
351,Gujranwala,Pakistan,Asia,Medium,Arid,Eastern Mediterranean,0.210401027,0.222790277,0.204643554,0.215078731,Very Low,0.264336032,0.328424339,0.254521245,Low,0.31935493,0.280423424,0.32003482,0.268628956,0.310516378,Low,0.238280263,0.296484351,0.22820334,Very Low,0.281843442
352,Gujrat,Pakistan,Asia,Medium,Temperate,Eastern Mediterranean,0.240240482,0.26387153,0.240265566,0.264563045,Very Low,0.301512926,0.353358915,0.301742404,Low,0.353125117,0.336614651,0.381857196,0.336929214,0.382291051,Low,0.301830779,0.370630786,0.302507935,Low,0.370196934
353,Guntur,India,Asia,Medium,Tropical,South-East Asia,0.251760656,0.337102957,0.191660907,0.330535669,Low,0.345310181,0.449594623,0.34141392,Moderate,0.445015559,0.354731365,0.431371606,0.349726663,0.427071002,Moderate,0.340231133,0.426909776,0.33631112,Moderate,0.422387615
354,Guruvayur,India,Asia,Medium,Tropical,South-East Asia,0.320661093,0.403247879,0.216824095,0.404459128,Moderate,0.496615003,0.552012588,0.509729133,High,0.565623344,0.472843096,0.507347232,0.487011898,0.527541881,High,0.473568268,0.511108152,0.487022853,High,0.521967242
355,Guwahati,India,Asia,Medium,Temperate,South-East Asia,0.23339708,0.388186963,0.176286985,0.393585854,Low,0.342775184,0.431724559,0.341245738,Moderate,0.431438184,0.35807504,0.454646778,0.361089313,0.464379133,Moderate,0.33506259,0.448702902,0.34115148,Moderate,0.456060969
356,Gwalior,India,Asia,Medium,Temperate,South-East Asia,0.193626589,0.291754472,0.185865917,0.291196554,Very Low,0.268594957,0.32563836,0.268540396,Low,0.325685744,0.265665313,0.28545582,0.265506007,0.284601029,Very Low,0.279480409,0.362266228,0.278933351,Low,0.361025601
357,Gwangju,Republic of Korea,Asia,Very high,Temperate,Western Pacific,0.24673643,0.320357868,0.241946727,0.3077048,Low,0.283717675,0.378844448,0.284605609,Low,0.378962678,0.296881768,0.386187395,0.300145774,0.389137722,Low,0.268365566,0.373349262,0.263298288,Low,0.366737512
358,Haikou,China,Asia,High,Tropical,Western Pacific,0.20571891,0.298851663,0.127615436,0.186297318,Exceptionally Low,0.266736574,0.316382963,0.257452828,Low,0.305126513,0.266838612,0.324625823,0.254473939,0.315016206,Low,0.291572749,0.32722351,0.282769268,Low,0.319493053
359,Haiphong,Vietnam,Asia,High,Temperate,Western Pacific,0.193657812,0.236804772,0.153144541,0.179180696,Exceptionally Low,0.322699067,0.342594101,0.27373897,Low,0.302120025,0.326008184,0.36390338,0.26395988,0.294521547,Very Low,0.265351326,0.386005396,0.215476382,Low,0.313077615
360,Hamamatsu,Japan,Asia,Very high,Temperate,Western Pacific,0.213742573,0.250149242,0.212217462,0.251075309,Very Low,0.264469642,0.336995567,0.266474934,Low,0.340601094,0.246529105,0.283019454,0.247790826,0.285023625,Very Low,0.252430234,0.318446677,0.252212924,Low,0.319397595
361,Hamburg,Germany,Europe,Very high,Temperate,Europe,0.305714887,0.445862302,0.221458548,0.445339974,Moderate,0.372118866,0.472063476,0.369219814,Moderate,0.469999512,0.32948112,0.480489223,0.328058312,0.479649904,Moderate,0.345926161,0.466213373,0.344511892,Moderate,0.464797321
362,Hamedan,Islamic Republic of Iran,Asia,High,Arid,Eastern Mediterranean,0.219670447,0.24952676,0.110049627,0.250076164,Very Low,0.178836372,0.222196226,0.178977227,Very Low,0.222509428,0.196371568,0.258502069,0.196341953,0.258161796,Very Low,0.182897513,0.239220508,0.182630544,Very Low,0.238946369
363,Hamhung,Democratic People's Republic of Korea,Asia,Very high,Continental,South-East Asia,0.130691255,0.24699771,0.128266758,0.249354482,Very Low,0.210815409,0.353057306,0.21374262,Low,0.358110626,0.207890263,0.317406025,0.210315703,0.321697205,Low,0.193733332,0.359301426,0.195911496,Low,0.363480174
364,Handan,China,Asia,High,Continental,Western Pacific,0.114168814,0.187100523,0.102998023,0.17440312,Exceptionally Low,0.201578143,0.27002193,0.178719717,Very Low,0.24029751,0.257493521,0.358125877,0.22944878,0.316681075,Low,0.229402751,0.278767899,0.203605157,Very Low,0.253779485
365,Handia,India,Asia,Medium,Temperate,South-East Asia,0.296738521,0.438285218,0.226519372,0.430269062,Moderate,0.370597374,0.529568613,0.370071243,High,0.529800514,0.423425102,0.536743373,0.423426415,0.529828689,High,0.355359862,0.510351749,0.356609629,High,0.51465947
366,Hangzhou,China,Asia,High,Temperate,Western Pacific,0.204641563,0.305057872,0.165342939,0.260749171,Very Low,0.235515935,0.27112823,0.212534144,Very Low,0.255028814,0.250460953,0.318130747,0.234404946,0.2985056,Very Low,0.242199939,0.322474563,0.226023871,Low,0.308507553
367,Hanoi,Vietnam,Asia,High,Temperate,Western Pacific,0.199864985,0.295368553,0.150645954,0.258819822,Very Low,0.328396273,0.415133052,0.267367782,Low,0.338505006,0.324071129,0.392033007,0.248794817,0.324268696,Low,0.348309562,0.423823981,0.284948917,Low,0.353198872
368,Hanover,Germany,Europe,Very high,Temperate,Europe,0.398664159,0.468816087,0.290619832,0.470808727,Moderate,0.357124968,0.481465676,0.354393532,Moderate,0.484921896,0.385649444,0.462161116,0.385631058,0.465081338,Moderate,0.350293,0.495294433,0.349822633,Moderate,0.496190882
369,Harare,Zimbabwe,Africa,Medium,Temperate,Africa,0.327346881,0.434351644,0.273596735,0.433271599,Moderate,0.391908279,0.492412957,0.389478039,Moderate,0.48809165,0.354043443,0.49441062,0.352109167,0.492006121,Moderate,0.372606268,0.502260417,0.371846113,Moderate,0.499242389
370,Harbin,China,Asia,High,Continental,Western Pacific,0.180645266,0.264502164,0.097703183,0.195498512,Exceptionally Low,0.20497228,0.329414074,0.162134673,Very Low,0.260094987,0.197532761,0.353715204,0.155724435,0.282949019,Very Low,0.190678744,0.307591928,0.145262825,Very Low,0.231328903
371,Hardoi,India,Asia,Medium,Temperate,South-East Asia,0.17342072,0.189857268,0.130956536,0.1917007,Exceptionally Low,0.291088662,0.366749568,0.29035747,Low,0.366190242,0.274046528,0.29946906,0.272743561,0.297805412,Very Low,0.244603292,0.346242279,0.244190108,Low,0.346124561
372,Hargeisa,Somalia,Africa,Medium,Arid,Eastern Mediterranean,0.118890335,0.143927534,0.088913666,0.143553413,Exceptionally Low,0.154495623,0.162331008,0.154073943,Exceptionally Low,0.161964324,0.172304542,0.188421033,0.172332296,0.188631258,Exceptionally Low,0.162810715,0.195660685,0.162560792,Exceptionally Low,0.195219606
373,Haridwar,India,Asia,Medium,Temperate,South-East Asia,0.167414965,0.323467472,0.166891493,0.32250179,Low,0.333172031,0.402466575,0.333441361,Moderate,0.403408733,0.354458279,0.381260249,0.358657194,0.386898416,Low,0.316754651,0.391104263,0.320214502,Low,0.39348058
374,Havana,Cuba,Latin America and the Caribbean,High,Tropical,Americas,0.34542142,0.43033988,0.321580358,0.401383213,Moderate,0.424048715,0.464038708,0.401737877,Moderate,0.442134857,0.420368195,0.509553398,0.402636009,0.488076011,Moderate,0.465289978,0.502407754,0.447265306,Moderate,0.481731409
375,Hefei,China,Asia,High,Temperate,Western Pacific,0.192427899,0.248101201,0.148618845,0.194790656,Exceptionally Low,0.188172978,0.289800703,0.157084309,Very Low,0.255918692,0.246294816,0.298920783,0.223448861,0.263759658,Very Low,0.211862997,0.331842146,0.183863931,Low,0.307147818
376,Hegang,China,Asia,High,Continental,Western Pacific,0.209022544,0.329154287,0.152068553,0.330451287,Low,0.221811401,0.376052209,0.211570794,Low,0.369553649,0.219862729,0.396912419,0.210878495,0.380483139,Low,0.212781926,0.328881249,0.209268032,Low,0.320170852
377,Helsinki,Finland,Europe,Very high,Continental,Europe,0.262162426,0.373999374,0.198684698,0.378194069,Low,0.262903956,0.437660543,0.264264706,Moderate,0.445466385,0.277025925,0.439543125,0.280822363,0.445961746,Moderate,0.239349106,0.425839689,0.240919599,Moderate,0.432908062
378,Hengyang,China,Asia,High,Temperate,Western Pacific,0.1653869,0.241095715,0.125964979,0.198183331,Exceptionally Low,0.215032579,0.281563849,0.188458052,Very Low,0.253010602,0.301958595,0.378610219,0.280288248,0.34858611,Low,0.221495762,0.366981446,0.202950081,Low,0.337855455
379,Herat,Afghanistan,Asia,Low,Arid,Eastern Mediterranean,0.164069669,0.220683491,0.187444008,0.257690606,Very Low,0.176510821,0.239404752,0.196993279,Very Low,0.269156425,0.164451969,0.205322979,0.1834828,0.228017232,Very Low,0.155805005,0.195225309,0.172614332,Very Low,0.220360918
380,Hermosillo,Mexico,Latin America and the Caribbean,High,Arid,Americas,0.099835474,0.124590041,0.089480945,0.105512146,Exceptionally Low,0.170455243,0.20741084,0.152062508,Exceptionally Low,0.180747576,0.161012798,0.188491461,0.147015581,0.165482302,Exceptionally Low,0.163074776,0.196365712,0.14761431,Exceptionally Low,0.174493059
381,Hindiya,Iraq,Asia,Medium,Arid,Eastern Mediterranean,0.162823319,0.203262304,0.162069491,0.207105243,Very Low,0.190256927,0.209870636,0.190110906,Very Low,0.219338067,0.208883457,0.218773076,0.212306709,0.220085009,Very Low,0.205554456,0.213846505,0.207937537,Very Low,0.214833177
382,Hiroshima,Japan,Asia,Very high,Temperate,Western Pacific,0.264729832,0.328641356,0.274288804,0.33938704,Low,0.310316437,0.364439004,0.319481042,Low,0.376616057,0.303875624,0.36119784,0.315914156,0.376057764,Low,0.277239187,0.3086198,0.289319548,Low,0.324188966
383,Ho Chi Minh City,Vietnam,Asia,High,Tropical,Western Pacific,0.248918786,0.271640048,0.155431884,0.198528276,Exceptionally Low,0.31379415,0.329377773,0.237858646,Very Low,0.250556175,0.291588915,0.306344207,0.22487626,0.242611395,Very Low,0.302665556,0.325309007,0.227395443,Very Low,0.242743393
384,Hodeidah,Yemen,Asia,Low,Arid,Eastern Mediterranean,0.039483759,0.0433649,0.024824575,0.041210316,Exceptionally Low,0.08472792,0.091134912,0.083522392,Exceptionally Low,0.089678378,0.09293422,0.100460088,0.092323942,0.099719967,Exceptionally Low,0.091336216,0.09566259,0.090362807,Exceptionally Low,0.094694339
385,Hofuf,Saudi Arabia,Asia,Very high,Arid,Eastern Mediterranean,0.142901385,0.17120136,0.11615097,0.185796928,Exceptionally Low,0.169612378,0.191101031,0.181121383,Very Low,0.205993412,0.18153527,0.198245772,0.196197676,0.215989506,Very Low,0.169718099,0.180823439,0.18247561,Exceptionally Low,0.1959775
386,Hohhot,China,Asia,High,Arid,Western Pacific,0.126980847,0.200544977,0.101325407,0.165483137,Exceptionally Low,0.173679619,0.234876159,0.152032471,Very Low,0.20960775,0.173009336,0.235627239,0.147348476,0.206933191,Very Low,0.190928062,0.282491058,0.160350817,Very Low,0.243468567
387,Homna,Bangladesh,Asia,Medium,Tropical,South-East Asia,0.369439671,0.444363227,0.276881101,0.443722069,Moderate,0.408449395,0.440256927,0.407794582,Moderate,0.440337815,0.449798247,0.498331751,0.450478641,0.498784402,Moderate,0.322477133,0.519862489,0.322505681,High,0.519329337
388,Homs,Syrian Arab Republic,Asia,Medium,Temperate,Eastern Mediterranean,0.17399293,0.247369395,0.16997104,0.246488615,Very Low,0.248355018,0.325668906,0.24679585,Low,0.323080856,0.236066626,0.31569331,0.236398013,0.314893629,Low,0.237206192,0.280856842,0.237007694,Very Low,0.280756751
389,Hong Kong,China,Asia,High,Temperate,Western Pacific,0.185083502,0.245405682,0.139622887,0.177281472,Exceptionally Low,0.251770907,0.311618276,0.197201704,Very Low,0.253990275,0.264747863,0.308634809,0.215649484,0.249693033,Very Low,0.282393163,0.304401329,0.22895857,Very Low,0.249703241
390,Honiara,Solomon Islands,Oceania,Medium,Tropical,Western Pacific,0.330285912,0.427953623,0.229093682,0.460413182,Moderate,0.392026616,0.42446308,0.4217329,Moderate,0.452219933,0.409227138,0.419797739,0.43962254,0.453349827,Moderate,0.396975112,0.410499077,0.423887264,Moderate,0.44220648
391,Honolulu,United States of America,Northern America,Very high,Tropical,Americas,0.250933523,0.277216729,0.234587296,0.255786399,Very Low,0.309790921,0.34100489,0.293404335,Low,0.319631752,0.320121142,0.350853137,0.303423189,0.329085595,Low,0.310540252,0.332677957,0.293511482,Low,0.310607555
